Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Squat (Barbell)",1,135.0,10.0,0,0.0,"","",
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Squat (Barbell)",2,135.0,10.0,0,0.0,,,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Squat (Barbell)",3,135.0,10.0,0,0.0,,,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Overhead Press (Barbell)",1,95.0,10.0,0,0.0,"",,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Overhead Press (Barbell)",2,95.0,10.0,0,0.0,,,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Overhead Press (Barbell)",3,95.0,10.0,0,0.0,,,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Overhead Press (Barbell)",4,95.0,10.0,0,0.0,,,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Front Squat (Barbell)",1,95.0,10.0,0,0.0,"",,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Front Squat (Barbell)",2,95.0,10.0,0,0.0,,,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Front Squat (Barbell)",3,95.0,10.0,0,0.0,,,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Lunge (Dumbbell)",1,30.0,12.0,0,0.0,"",,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Lunge (Dumbbell)",2,30.0,12.0,0,0.0,,,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Lunge (Dumbbell)",3,30.0,12.0,0,0.0,,,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Arnold Press (Dumbbell)",1,30.0,12.0,0,0.0,"",,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Arnold Press (Dumbbell)",2,30.0,12.0,0,0.0,,,
2025-01-01 13:43:00,"Legs & Shoulders",37m,"Arnold Press (Dumbbell)",3,30.0,12.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Bench Press (Barbell)",1,135.0,8.0,0,0.0,"","",
2025-01-03 10:04:00,"Chest & Tricep",34m,"Bench Press (Barbell)",2,155.0,8.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Bench Press (Barbell)",3,165.0,8.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Bench Press (Barbell)",4,165.0,8.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Incline Bench Press (Dumbbell)",1,30.0,12.0,0,0.0,"",,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Incline Bench Press (Dumbbell)",2,30.0,12.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Incline Bench Press (Dumbbell)",3,30.0,12.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Triceps Extension (Dumbbell)",1,55.0,12.0,0,0.0,"",,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Triceps Extension (Dumbbell)",2,55.0,12.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Triceps Extension (Dumbbell)",3,55.0,12.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Push Up",1,0,22.0,0,0.0,"",,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Push Up",2,0,16.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Push Up",3,0,8.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Skullcrusher (Barbell)",1,60.0,12.0,0,0.0,"",,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Skullcrusher (Barbell)",2,60.0,12.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Skullcrusher (Barbell)",3,60.0,12.0,0,0.0,,,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Chest Dip",1,0,14.0,0,0.0,"",,
2025-01-03 10:04:00,"Chest & Tricep",34m,"Medicine Ball Push-up ",1,0,15.0,0,0.0,"",,
2025-01-06 09:07:00,"Back & Bicep",33m,"Trap Bar Deadlift",1,185.0,8.0,0,0.0,"","",
2025-01-06 09:07:00,"Back & Bicep",33m,"Trap Bar Deadlift",2,195.0,8.0,0,0.0,,,
2025-01-06 09:07:00,"Back & Bicep",33m,"Trap Bar Deadlift",3,205.0,8.0,0,0.0,,,
2025-01-06 09:07:00,"Back & Bicep",33m,"Pull Up",1,0,16.0,0,0.0,"",,
2025-01-06 09:07:00,"Back & Bicep",33m,"Pull Up",2,0,6.0,0,0.0,,,
2025-01-06 09:07:00,"Back & Bicep",33m,"Pull Up",3,0,7.0,0,0.0,,,
2025-01-06 09:07:00,"Back & Bicep",33m,"Bent Over One Arm Row (Dumbbell)",1,60.0,10.0,0,0.0,"",,
2025-01-06 09:07:00,"Back & Bicep",33m,"Bent Over One Arm Row (Dumbbell)",2,60.0,10.0,0,0.0,,,
2025-01-06 09:07:00,"Back & Bicep",33m,"Bent Over One Arm Row (Dumbbell)",3,60.0,10.0,0,0.0,,,
2025-01-06 09:07:00,"Back & Bicep",33m,"Bicep Curl (Barbell)",1,60.0,10.0,0,0.0,"",,
2025-01-06 09:07:00,"Back & Bicep",33m,"Bicep Curl (Barbell)",2,60.0,10.0,0,0.0,,,
2025-01-06 09:07:00,"Back & Bicep",33m,"Bicep Curl (Barbell)",3,60.0,10.0,0,0.0,,,
2025-01-06 09:07:00,"Back & Bicep",33m,"Lat Pulldown (Cable)",1,120.0,10.0,0,0.0,"",,
2025-01-06 09:07:00,"Back & Bicep",33m,"Lat Pulldown (Cable)",2,120.0,10.0,0,0.0,,,
2025-01-06 09:07:00,"Back & Bicep",33m,"Lat Pulldown (Cable)",3,120.0,10.0,0,0.0,,,
2025-01-06 09:07:00,"Back & Bicep",33m,"Concentration Curl (Dumbbell)",1,25.0,10.0,0,0.0,"",,
2025-01-06 09:07:00,"Back & Bicep",33m,"Concentration Curl (Dumbbell)",2,25.0,10.0,0,0.0,,,
2025-01-06 09:07:00,"Back & Bicep",33m,"Concentration Curl (Dumbbell)",3,25.0,10.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Squat (Barbell)",1,135.0,10.0,0,0.0,"","",
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Squat (Barbell)",2,135.0,10.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Squat (Barbell)",3,155.0,10.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Squat (Barbell)",4,155.0,10.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Overhead Press (Barbell)",1,95.0,10.0,0,0.0,"",,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Overhead Press (Barbell)",2,95.0,10.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Overhead Press (Barbell)",3,95.0,10.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Overhead Press (Barbell)",4,95.0,10.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Front Squat (Barbell)",1,95.0,10.0,0,0.0,"",,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Front Squat (Barbell)",2,95.0,10.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Front Squat (Barbell)",3,95.0,10.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Lunge (Dumbbell)",1,30.0,12.0,0,0.0,"",,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Lunge (Dumbbell)",2,30.0,12.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Lunge (Dumbbell)",3,30.0,12.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Arnold Press (Dumbbell)",1,30.0,12.0,0,0.0,"",,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Arnold Press (Dumbbell)",2,30.0,12.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Arnold Press (Dumbbell)",3,30.0,12.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Leg Extension (Machine)",1,55.0,12.0,0,0.0,"",,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Leg Extension (Machine)",2,55.0,12.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Leg Extension (Machine)",3,55.0,12.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Seated Leg Curl (Machine)",1,55.0,12.0,0,0.0,"",,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Seated Leg Curl (Machine)",2,55.0,12.0,0,0.0,,,
2025-01-08 09:53:00,"Legs & Shoulders",45m,"Seated Leg Curl (Machine)",3,55.0,12.0,0,0.0,,,
2025-06-17 09:45:27,"Core ",45m,"Reverse Crunch",1,0,30.0,0,0.0,"","",
2025-06-17 09:45:27,"Core ",45m,"Reverse Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"Reverse Crunch",2,0,32.0,0,0.0,,,
2025-06-17 09:45:27,"Core ",45m,"Reverse Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"H2L Woodchoppers",1,27.5,25.0,0,0.0,"",,
2025-06-17 09:45:27,"Core ",45m,"H2L Woodchoppers",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"H2L Woodchoppers",2,27.5,25.0,0,0.0,,,
2025-06-17 09:45:27,"Core ",45m,"H2L Woodchoppers",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"Forearm Twist",1,12.0,15.0,0,0.0,"",,
2025-06-17 09:45:27,"Core ",45m,"Forearm Twist",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"Forearm Twist",2,12.0,15.0,0,0.0,,,
2025-06-17 09:45:27,"Core ",45m,"Forearm Twist",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"Ab Wheel",1,0,30.0,0,0.0,"",,
2025-06-17 09:45:27,"Core ",45m,"Ab Wheel",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"Ab Wheel",2,30.0,30.0,0,0.0,,,
2025-06-17 09:45:27,"Core ",45m,"Ab Wheel",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"Forearm Spring Curl",1,5.0,40.0,0,0.0,"",,
2025-06-17 09:45:27,"Core ",45m,"Forearm Spring Curl",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"Forearm Spring Curl",2,5.0,40.0,0,0.0,,,
2025-06-17 09:45:27,"Core ",45m,"Forearm Spring Curl",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"Cable Crunch",1,42.5,10.0,0,0.0,"",,
2025-06-17 09:45:27,"Core ",45m,"Cable Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"Cable Crunch",2,42.5,10.0,0,0.0,,,
2025-06-17 09:45:27,"Core ",45m,"Cable Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-06-17 09:45:27,"Core ",45m,"Cable Crunch",3,42.5,10.0,0,0.0,,,
2025-06-17 09:45:27,"Core ",45m,"Cable Crunch",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Squat (Barbell)",1,135.0,16.0,0,0.0,"","",
2025-06-18 09:25:13,"Workout B",49m,"Squat (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Squat (Barbell)",2,135.0,16.0,0,0.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Squat (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Squat (Barbell)",3,135.0,16.0,0,0.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Squat (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Lat Pulldown (Cable)",1,110.0,16.0,0,0.0,"",,
2025-06-18 09:25:13,"Workout B",49m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Lat Pulldown (Cable)",2,110.0,16.0,0,0.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Lat Pulldown (Cable)",3,110.0,16.0,0,0.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Lat Pulldown (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Upright Row (Barbell)",1,65.0,16.0,0,0.0,"",,
2025-06-18 09:25:13,"Workout B",49m,"Upright Row (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Upright Row (Barbell)",2,65.0,16.0,0,0.0,,,7
2025-06-18 09:25:13,"Workout B",49m,"Upright Row (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Upright Row (Barbell)",3,65.0,16.0,0,0.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Upright Row (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Seated Leg Curl (Machine)",1,85.0,16.0,0,0.0,"",,
2025-06-18 09:25:13,"Workout B",49m,"Seated Leg Curl (Machine)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Seated Leg Curl (Machine)",2,85.0,16.0,0,0.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Seated Leg Curl (Machine)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Seated Leg Curl (Machine)",3,85.0,16.0,0,0.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Seated Leg Curl (Machine)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Chest Fly (Dumbbell)",1,30.0,16.0,0,0.0,"",,
2025-06-18 09:25:13,"Workout B",49m,"Chest Fly (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Chest Fly (Dumbbell)",2,30.0,16.0,0,0.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Chest Fly (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Chest Fly (Dumbbell)",3,30.0,16.0,0,0.0,,,6
2025-06-18 09:25:13,"Workout B",49m,"Chest Fly (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Face Pull (Cable)",1,42.5,16.0,0,0.0,"",,
2025-06-18 09:25:13,"Workout B",49m,"Face Pull (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Face Pull (Cable)",2,47.5,16.0,0,0.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Face Pull (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Face Pull (Cable)",3,47.5,16.0,0,0.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Face Pull (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Triceps Pushdown (Cable - Straight Bar)",1,52.5,16.0,0,0.0,"",,
2025-06-18 09:25:13,"Workout B",49m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Triceps Pushdown (Cable - Straight Bar)",2,52.5,16.0,0,0.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,120.0,,,
2025-06-18 09:25:13,"Workout B",49m,"Triceps Pushdown (Cable - Straight Bar)",3,52.5,16.0,0,0.0,,,6
2025-06-18 09:25:13,"Workout B",49m,"Triceps Pushdown (Cable - Straight Bar)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Bench Press (Barbell)",1,135.0,10.0,0,0.0,"","",
2025-06-19 12:55:35,"Morning Workout",2m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Bench Press (Barbell)",2,225.0,1.0,0,0.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Bench Press (Barbell)",3,155.0,10.0,0,0.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Incline Bench Press (Dumbbell)",1,60.0,10.0,0,0.0,"",,
2025-06-19 12:55:35,"Morning Workout",2m,"Incline Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Incline Bench Press (Dumbbell)",2,60.0,10.0,0,0.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Incline Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Incline Bench Press (Dumbbell)",3,60.0,10.0,0,0.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Incline Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Triceps Extension (Dumbbell)",1,60.0,10.0,0,0.0,"",,
2025-06-19 12:55:35,"Morning Workout",2m,"Triceps Extension (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Triceps Extension (Dumbbell)",2,60.0,10.0,0,0.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Triceps Extension (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Triceps Extension (Dumbbell)",3,60.0,10.0,0,0.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Triceps Extension (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Push Up",1,0,30.0,0,0.0,"",,
2025-06-19 12:55:35,"Morning Workout",2m,"Push Up",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Push Up",2,0,25.0,0,0.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Push Up",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Push Up",3,0,20.0,0,0.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Push Up",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Skullcrusher (Barbell)",1,60.0,10.0,0,0.0,"",,
2025-06-19 12:55:35,"Morning Workout",2m,"Skullcrusher (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Skullcrusher (Barbell)",2,60.0,10.0,0,0.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Skullcrusher (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Skullcrusher (Barbell)",3,60.0,10.0,0,0.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Skullcrusher (Barbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-19 12:55:35,"Morning Workout",2m,"Medicine Ball Push-up ",1,0,23.0,0,0.0,"",,
2025-06-19 12:55:35,"Morning Workout",2m,"Medicine Ball Push-up ",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Trap Bar Deadlift",1,135.0,16.0,0,0.0,"","",
2025-06-20 09:49:21,"Workout C",37m,"Trap Bar Deadlift",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Trap Bar Deadlift",2,155.0,16.0,0,0.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Trap Bar Deadlift",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Trap Bar Deadlift",3,185.0,16.0,0,0.0,,,6
2025-06-20 09:49:21,"Workout C",37m,"Trap Bar Deadlift",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Incline Bench Press (Dumbbell)",1,60.0,10.0,0,0.0,"",,
2025-06-20 09:49:21,"Workout C",37m,"Incline Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Incline Bench Press (Dumbbell)",2,60.0,10.0,0,0.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Incline Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Incline Bench Press (Dumbbell)",3,60.0,10.0,0,0.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Incline Bench Press (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Leg Extension (Machine)",1,85.0,16.0,0,0.0,"",,
2025-06-20 09:49:21,"Workout C",37m,"Leg Extension (Machine)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Leg Extension (Machine)",2,100.0,16.0,0,0.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Leg Extension (Machine)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Leg Extension (Machine)",3,100.0,16.0,0,0.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Leg Extension (Machine)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Lateral Raise (Dumbbell)",1,12.0,16.0,0,0.0,"",,
2025-06-20 09:49:21,"Workout C",37m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Lateral Raise (Dumbbell)",2,15.0,16.0,0,0.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Lateral Raise (Dumbbell)",3,15.0,16.0,0,0.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Bicep Curl (Cable)",1,47.5,16.0,0,0.0,"",,
2025-06-20 09:49:21,"Workout C",37m,"Bicep Curl (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Bicep Curl (Cable)",2,47.5,16.0,0,0.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Bicep Curl (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Bicep Curl (Cable)",3,47.5,16.0,0,0.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Bicep Curl (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Face Pull (Cable)",1,47.5,16.0,0,0.0,"",,
2025-06-20 09:49:21,"Workout C",37m,"Face Pull (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Face Pull (Cable)",2,47.5,16.0,0,0.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Face Pull (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Face Pull (Cable)",3,47.5,16.0,0,0.0,,,
2025-06-20 09:49:21,"Workout C",37m,"Face Pull (Cable)",Rest Timer,0,0.0,0,120.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Bench Press (Barbell)",1,135.0,16.0,0,0.0,"","",
2025-06-23 10:43:21,"Workout A",47m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Bench Press (Barbell)",2,135.0,16.0,0,0.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Bench Press (Barbell)",3,135.0,12.0,0,0.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Bench Press (Barbell)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Romanian Deadlift (Barbell)",1,135.0,16.0,0,0.0,"",,
2025-06-23 10:43:21,"Workout A",47m,"Romanian Deadlift (Barbell)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Romanian Deadlift (Barbell)",2,135.0,16.0,0,0.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Romanian Deadlift (Barbell)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Romanian Deadlift (Barbell)",3,135.0,16.0,0,0.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Romanian Deadlift (Barbell)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Pull Up",1,0,12.0,0,0.0,"",,
2025-06-23 10:43:21,"Workout A",47m,"Pull Up",Rest Timer,0,0.0,0,120.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Pull Up",2,0,12.0,0,0.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Pull Up",Rest Timer,0,0.0,0,120.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Pull Up",3,0,12.0,0,0.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Pull Up",Rest Timer,0,0.0,0,120.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Standing Calf Raise (Machine)",1,0.0,40.0,0,0.0,"",,
2025-06-23 10:43:21,"Workout A",47m,"Standing Calf Raise (Machine)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Standing Calf Raise (Machine)",2,0.0,40.0,0,0.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Standing Calf Raise (Machine)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Standing Calf Raise (Machine)",3,0.0,40.0,0,0.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Standing Calf Raise (Machine)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Lateral Raise (Dumbbell)",1,15.0,16.0,0,0.0,"",,
2025-06-23 10:43:21,"Workout A",47m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Lateral Raise (Dumbbell)",2,15.0,16.0,0,0.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Lateral Raise (Dumbbell)",3,15.0,16.0,0,0.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Lateral Raise (Dumbbell)",Rest Timer,0,0.0,0,60.0,,,
2025-06-23 10:43:21,"Workout A",47m,"Skullcrusher (Barbell)",1,60.0,16.0,0,0.0,"",,
